,,baseline,baseline
,,MAE,RMSE
baseline,ID,,
NP_trend_10.0,4,1.0685874223709106,1.323249169362923
NP_trend_10.0,5,1.0685874223709106,1.323249169362923
NP_trend_10.0,6,1.0685874223709106,1.323249169362923
NP_trend_10.0,7,1.0685874223709106,1.323249169362923
NP_trend_10.0,8,1.0685874223709106,1.323249169362923
NP_trend_10.0,9,1.0685874223709106,1.323249169362923
NP_trend_2.0,0,1.0685875415802002,1.323249124318764
NP_trend_2.0,1,1.0685875415802002,1.323249124318764
NP_trend_2.0,2,1.0685875415802002,1.323249124318764
NP_trend_2.0,3,1.0685875415802002,1.323249124318764
NP_trend_2.0,4,1.0685875415802002,1.323249124318764
NP_trend_2.0,5,1.0685875415802002,1.323249124318764
NP_trend_2.0,6,1.0685875415802002,1.323249124318764
NP_trend_2.0,7,1.0685875415802002,1.323249124318764
NP_trend_2.0,8,1.0685875415802002,1.323249124318764
NP_trend_2.0,9,1.0685875415802002,1.323249124318764
NP_trend_3.0,0,1.0685876607894897,1.3232494396278438
NP_trend_3.0,1,1.0685876607894897,1.3232494396278438
NP_trend_3.0,2,1.0685876607894897,1.3232494396278438
NP_trend_3.0,3,1.0685876607894897,1.3232494396278438
NP_trend_3.0,4,1.0685876607894897,1.3232494396278438
NP_trend_3.0,5,1.0685876607894897,1.3232494396278438
NP_trend_3.0,6,1.0685876607894897,1.3232494396278438
NP_trend_3.0,7,1.0685876607894897,1.3232494396278438
NP_trend_3.0,8,1.0685876607894897,1.3232494396278438
NP_trend_3.0,9,1.0685876607894897,1.3232494396278438
NP_trend_4.0,0,1.0685882568359375,1.3232494396278438
NP_trend_4.0,1,1.0685882568359375,1.3232494396278438
NP_trend_4.0,2,1.0685882568359375,1.3232494396278438
NP_trend_4.0,3,1.0685882568359375,1.3232494396278438
NP_trend_4.0,4,1.0685882568359375,1.3232494396278438
NP_trend_4.0,5,1.0685882568359375,1.3232494396278438
NP_trend_4.0,6,1.0685882568359375,1.3232494396278438
NP_trend_4.0,7,1.0685882568359375,1.3232494396278438
NP_trend_4.0,8,1.0685882568359375,1.3232494396278438
NP_trend_4.0,9,1.0685882568359375,1.3232494396278438
NP_trend_5.0,0,1.0685875415802002,1.323249124318764
NP_trend_5.0,1,1.0685875415802002,1.323249124318764
NP_trend_5.0,2,1.0685875415802002,1.323249124318764
NP_trend_5.0,3,1.0685875415802002,1.323249124318764
NP_trend_5.0,4,1.0685875415802002,1.323249124318764
NP_trend_5.0,5,1.0685875415802002,1.323249124318764
NP_trend_5.0,6,1.0685875415802002,1.323249124318764
NP_trend_5.0,7,1.0685875415802002,1.323249124318764
NP_trend_5.0,8,1.0685875415802002,1.323249124318764
NP_trend_5.0,9,1.0685875415802002,1.323249124318764
NP_trend_6.0,0,1.068587064743042,1.3232486288329155
NP_trend_6.0,1,1.068587064743042,1.3232486288329155
NP_trend_6.0,2,1.068587064743042,1.3232486288329155
NP_trend_6.0,3,1.068587064743042,1.3232486288329155
NP_trend_6.0,4,1.068587064743042,1.3232486288329155
NP_trend_6.0,5,1.068587064743042,1.3232486288329155
NP_trend_6.0,6,1.068587064743042,1.3232486288329155
NP_trend_6.0,7,1.068587064743042,1.3232486288329155
NP_trend_6.0,8,1.068587064743042,1.3232486288329155
NP_trend_6.0,9,1.068587064743042,1.3232486288329155
NP_trend_7.0,0,1.0685875415802002,1.323249169362923
NP_trend_7.0,1,1.0685875415802002,1.323249169362923
NP_trend_7.0,2,1.0685875415802002,1.323249169362923
NP_trend_7.0,3,1.0685875415802002,1.323249169362923
NP_trend_7.0,4,1.0685875415802002,1.323249169362923
NP_trend_7.0,5,1.0685875415802002,1.323249169362923
NP_trend_7.0,6,1.0685875415802002,1.323249169362923
NP_trend_7.0,7,1.0685875415802002,1.323249169362923
NP_trend_7.0,8,1.0685875415802002,1.323249169362923
NP_trend_7.0,9,1.0685875415802002,1.323249169362923
NP_trend_8.0,0,1.0685876607894897,1.3232489891862784
NP_trend_8.0,1,1.0685876607894897,1.3232489891862784
NP_trend_8.0,2,1.0685876607894897,1.3232489891862784
NP_trend_8.0,3,1.0685876607894897,1.3232489891862784
NP_trend_8.0,4,1.0685876607894897,1.3232489891862784
NP_trend_8.0,5,1.0685876607894897,1.3232489891862784
NP_trend_8.0,6,1.0685876607894897,1.3232489891862784
NP_trend_8.0,7,1.0685876607894897,1.3232489891862784
NP_trend_8.0,8,1.0685876607894897,1.3232489891862784
NP_trend_8.0,9,1.0685876607894897,1.3232489891862784
NP_trend_9.0,0,1.0685874223709106,1.3232490342304417
NP_trend_9.0,1,1.0685874223709106,1.3232490342304417
NP_trend_9.0,2,1.0685874223709106,1.3232490342304417
NP_trend_9.0,3,1.0685874223709106,1.3232490342304417
NP_trend_9.0,4,1.0685874223709106,1.3232490342304417
NP_trend_9.0,5,1.0685874223709106,1.3232490342304417
NP_trend_9.0,6,1.0685874223709106,1.3232490342304417
NP_trend_9.0,7,1.0685874223709106,1.3232490342304417
NP_trend_9.0,8,1.0685874223709106,1.3232490342304417
NP_trend_9.0,9,1.0685874223709106,1.3232490342304417
