,,baseline,baseline
,,MAE,RMSE
baseline,ID,,
NP_trend_5.0,1,0.7976827621459961,1.0021979495753603
NP_trend_5.0,2,0.8088080286979675,1.0134652281763465
NP_trend_5.0,3,0.7843412756919861,0.9757192709597359
NP_trend_5.0,4,0.7939229607582092,0.9912240765081303
NP_trend_5.0,5,0.8122354745864868,1.012081302207855
NP_trend_5.0,6,0.7857884168624878,0.9783461494407848
NP_trend_5.0,7,0.8090911507606506,1.0068719304308522
NP_trend_5.0,8,0.7841182351112366,0.988266564060303
NP_trend_5.0,9,0.826120138168335,1.0287814215940396
NP_structural_break_7.0,0,0.5335432291030884,0.7961852884870522
NP_structural_break_7.0,1,0.8114227056503296,1.2901665785529552
NP_structural_break_7.0,2,0.5738673806190491,0.881029641216767
NP_structural_break_7.0,3,0.8658884167671204,1.394908394557452
NP_structural_break_7.0,4,0.5595729947090149,0.864004013813815
NP_structural_break_7.0,5,0.6024268865585327,0.9154044513874201
NP_structural_break_7.0,6,0.691822350025177,1.0909365299234746
NP_structural_break_7.0,7,0.4235617518424988,0.6157682252216427
NP_structural_break_7.0,8,0.8353617191314697,1.3348880237237288
NP_structural_break_7.0,9,0.5402827858924866,0.8166533830756085
NP_structural_break_3.0,0,0.6069320440292358,0.8522142138768696
NP_structural_break_3.0,1,0.8000219464302063,1.1938284343896073
NP_structural_break_3.0,2,0.63838130235672,0.9212170532111553
NP_structural_break_3.0,3,0.8486741781234741,1.2847857187520146
NP_structural_break_3.0,4,0.6273769736289978,0.9121761583470659
NP_structural_break_3.0,5,0.6576722860336304,0.9388959663984606
NP_structural_break_3.0,6,0.7074077725410461,1.0429105706721933
NP_structural_break_3.0,7,0.533302903175354,0.7372977351182975
NP_structural_break_3.0,8,0.8226146101951599,1.2332164784222934
NP_structural_break_3.0,9,0.6195454001426697,0.8833395810776012
NP_amplitude_6.0,0,0.38867807388305664,0.48863181690233876
NP_amplitude_6.0,1,0.6758083701133728,0.8490759216191273
NP_amplitude_6.0,2,0.5453258752822876,0.6833122545767162
NP_amplitude_6.0,3,1.51192045211792,1.8808248324604235
NP_amplitude_6.0,4,0.04649222269654274,0.05804664174401407
NP_amplitude_6.0,5,1.55987548828125,1.9436741559603914
NP_amplitude_6.0,6,0.7528281211853027,0.9373096908686982
NP_amplitude_6.0,7,1.5426865816116333,1.9197937776164473
NP_amplitude_6.0,8,0.5140550136566162,0.6478922286336352
NP_amplitude_6.0,9,0.4744230806827545,0.5908074243574276
NP_heteroscedasticity_4.0,0,0.530522882938385,0.7050051241884618
NP_heteroscedasticity_4.0,1,0.6767415404319763,0.9030044910851509
NP_heteroscedasticity_4.0,2,0.6167207956314087,0.8178268921707752
NP_heteroscedasticity_4.0,3,1.1146901845932007,1.521714473459447
NP_heteroscedasticity_4.0,4,0.3470090329647064,0.44125385523184457
NP_heteroscedasticity_4.0,5,1.140621304512024,1.5599427468235203
NP_heteroscedasticity_4.0,6,0.7075229287147522,0.9402339172996101
NP_heteroscedasticity_4.0,7,1.1321698427200317,1.5564385142915673
NP_heteroscedasticity_4.0,8,0.5862770080566406,0.7817725150852468
NP_heteroscedasticity_4.0,9,0.58742755651474,0.7725689567726302
NP_trend_3.0,0,0.7972158193588257,1.0022301839238295
NP_trend_3.0,1,0.7976846098899841,1.002199376948522
NP_trend_3.0,2,0.8088082671165466,1.0134666984932326
NP_trend_3.0,3,0.7843409776687622,0.9757178964809365
NP_trend_3.0,4,0.7939241528511047,0.9912251288239029
NP_trend_3.0,5,0.8122378587722778,1.0120841290745775
NP_trend_3.0,6,0.7857890129089355,0.9783477334604188
NP_trend_3.0,7,0.8090923428535461,1.0068731735847527
NP_trend_3.0,8,0.7841190695762634,0.9882685242086117
NP_trend_3.0,9,0.8261213302612305,1.0287826382730871
NP_offset_7.0,0,0.7972150444984436,1.0022306002278218
NP_offset_7.0,1,0.7976847887039185,1.0021999122129337
NP_offset_7.0,2,0.808807909488678,1.0134663456173745
NP_offset_7.0,3,0.784341037273407,0.9757177437609504
NP_offset_7.0,4,0.7939236760139465,0.9912241667066689
NP_offset_7.0,5,0.8122350573539734,1.0120809488489595
NP_offset_7.0,6,0.7857879996299744,0.9783466977555637
NP_offset_7.0,7,0.8090912103652954,1.0068712200565055
NP_offset_7.0,8,0.7841178178787231,0.9882663228110117
NP_offset_7.0,9,0.8261213302612305,1.0287825803360224
NP_structural_break_8.0,0,0.5228857398033142,0.7885009353646661
NP_structural_break_8.0,1,0.8124467134475708,1.3035031728175464
NP_structural_break_8.0,2,0.5644232630729675,0.8754938298829852
NP_structural_break_8.0,3,0.867688000202179,1.4100940299639042
NP_structural_break_8.0,4,0.549677848815918,0.8572839786807471
NP_structural_break_8.0,5,0.5942630767822266,0.9122241517741057
NP_structural_break_8.0,6,0.6891491413116455,1.0976826946290417
NP_structural_break_8.0,7,0.40788787603378296,0.5988474923004825
NP_structural_break_8.0,8,0.836556077003479,1.3489562467855962
NP_structural_break_8.0,9,0.528795599937439,0.8073631911228465
NP_offset_4.0,0,0.7972161173820496,1.0022304812838416
NP_offset_4.0,1,0.7976847290992737,1.0021996743176749
NP_offset_4.0,2,0.8088091015815735,1.0134666984932326
NP_offset_4.0,3,0.7843412160873413,0.9757187822563846
NP_offset_4.0,4,0.7939234972000122,0.9912242569051992
NP_offset_4.0,5,0.8122358322143555,1.0120818911390734
NP_offset_4.0,6,0.7857881784439087,0.9783463017504764
NP_offset_4.0,7,0.809091329574585,1.006872463211283
NP_offset_4.0,8,0.7841180562973022,0.9882662323425122
NP_offset_4.0,9,0.8261224627494812,1.02878443432048
NP_heteroscedasticity_7.0,0,0.47008016705513,0.6350977102331786
NP_heteroscedasticity_7.0,1,0.6494193077087402,0.8815573149714205
NP_heteroscedasticity_7.0,2,0.57303386926651,0.7725600457542487
NP_heteroscedasticity_7.0,3,1.1871752738952637,1.645427106468535
NP_heteroscedasticity_7.0,4,0.2472260743379593,0.3148065795917312
NP_heteroscedasticity_7.0,5,1.213338017463684,1.685534710359493
NP_heteroscedasticity_7.0,6,0.6902297139167786,0.9343452461634124
NP_heteroscedasticity_7.0,7,1.2035928964614868,1.6817161906385134
NP_heteroscedasticity_7.0,8,0.5419674515724182,0.7356264935318687
NP_heteroscedasticity_7.0,9,0.5331947207450867,0.7131690748738228
NP_heteroscedasticity_2.0,0,0.6100937724113464,0.7985836111853301
NP_heteroscedasticity_2.0,1,0.7116727232933044,0.9322159628082672
NP_heteroscedasticity_2.0,2,0.6736777424812317,0.8786437257124506
NP_heteroscedasticity_2.0,3,1.0151066780090332,1.355639136431068
NP_heteroscedasticity_2.0,4,0.479623407125473,0.609320246853142
NP_heteroscedasticity_2.0,5,1.040664553642273,1.3915071154216143
NP_heteroscedasticity_2.0,6,0.7289654612541199,0.9489369229114775
NP_heteroscedasticity_2.0,7,1.0339676141738892,1.388443253338021
NP_heteroscedasticity_2.0,8,0.644141674041748,0.8440405733833012
NP_heteroscedasticity_2.0,9,0.6585599184036255,0.8523203775783545
NP_amplitude_5.0,0,0.39160823822021484,0.49231464015432075
NP_amplitude_5.0,1,0.6766842007637024,0.8501767774086759
NP_amplitude_5.0,2,0.5472144484519958,0.6856798222408992
NP_amplitude_5.0,3,1.5067055225372314,1.8743376515665682
NP_amplitude_5.0,4,0.05184857174754143,0.06473426840315542
NP_amplitude_5.0,5,1.5545165538787842,1.936996579141112
NP_amplitude_5.0,6,0.753065288066864,0.9376048983061889
NP_amplitude_5.0,7,1.5374284982681274,1.9132495009878863
NP_amplitude_5.0,8,0.5159903168678284,0.6503310075992362
NP_amplitude_5.0,9,0.4769445061683655,0.5939466753024844
NP_trend_6.0,0,0.7972158193588257,1.0022301244518166
NP_trend_6.0,1,0.7976845502853394,1.0022000906343407
NP_trend_6.0,2,0.808808445930481,1.0134659927413936
NP_trend_6.0,3,0.7843416929244995,0.9757197902067785
NP_trend_6.0,4,0.7939242124557495,0.9912253392869234
NP_trend_6.0,5,0.8122360706329346,1.0120815377803836
NP_trend_6.0,6,0.7857872843742371,0.978346179902725
NP_trend_6.0,7,0.8090917468070984,1.0068719304308522
NP_trend_6.0,8,0.7841169834136963,0.9882656895313418
NP_trend_6.0,9,0.8261207342147827,1.0287824065248081
NP_amplitude_3.0,0,0.40291088819503784,0.5065258746170529
NP_amplitude_3.0,1,0.6800549626350403,0.8544114080121095
NP_amplitude_3.0,2,0.5545053482055664,0.694814889701789
NP_amplitude_3.0,3,1.486573576927185,1.8492936667515658
NP_amplitude_3.0,4,0.07253044098615646,0.09055550228881505
NP_amplitude_3.0,5,1.5338308811187744,1.911221509462899
NP_amplitude_3.0,6,0.7539761066436768,0.9387390531772791
NP_amplitude_3.0,7,1.517130970954895,1.8879903926806976
NP_amplitude_3.0,8,0.5234642624855042,0.6597500064643146
NP_amplitude_3.0,9,0.4866766929626465,0.6060666485416581
NP_heteroscedasticity_8.0,0,0.45720407366752625,0.6203727135632463
NP_heteroscedasticity_8.0,1,0.6435116529464722,0.8770795701248975
NP_heteroscedasticity_8.0,2,0.5636815428733826,0.7630437428720744
NP_heteroscedasticity_8.0,3,1.2022736072540283,1.6714682396174343
NP_heteroscedasticity_8.0,4,0.22607405483722687,0.2880041103210459
NP_heteroscedasticity_8.0,5,1.228477954864502,1.711979518233092
NP_heteroscedasticity_8.0,6,0.6864389777183533,0.9331743902586389
NP_heteroscedasticity_8.0,7,1.2184631824493408,1.7080994500190543
NP_heteroscedasticity_8.0,8,0.5324915051460266,0.7259530002812862
NP_heteroscedasticity_8.0,9,0.5216183662414551,0.7006775752749472
NP_offset_9.0,0,0.7972164154052734,1.0022304218118463
NP_offset_9.0,1,0.7976828813552856,1.0021982469449366
NP_offset_9.0,2,0.8088078498840332,1.0134664044300261
NP_offset_9.0,3,0.7843413949012756,0.9757181713768514
NP_offset_9.0,4,0.7939237356185913,0.9912248882946819
NP_offset_9.0,5,0.8122356534004211,1.0120817144597438
NP_offset_9.0,6,0.7857875227928162,0.9783460885169014
NP_offset_9.0,7,0.8090916872024536,1.0068721672221896
NP_offset_9.0,8,0.7841184139251709,0.988267649681385
NP_offset_9.0,9,0.8261226415634155,1.0287840287616654
NP_heteroscedasticity_1.0,0,0.6782140135765076,0.8796951822111448
NP_heteroscedasticity_1.0,1,0.7405347228050232,0.9578684045304954
NP_heteroscedasticity_1.0,2,0.7218796610832214,0.9314665561780346
NP_heteroscedasticity_1.0,3,0.92568039894104,1.2110988878562672
NP_heteroscedasticity_1.0,4,0.5944154858589172,0.754802388673024
NP_heteroscedasticity_1.0,5,0.9508547782897949,1.2451199161275248
NP_heteroscedasticity_1.0,6,0.745998203754425,0.957116664266787
NP_heteroscedasticity_1.0,7,0.9457038044929504,1.242454356193712
NP_heteroscedasticity_1.0,8,0.6932051181793213,0.8983355256963906
NP_heteroscedasticity_1.0,9,0.719191312789917,0.9215883035497883
NP_amplitude_2.0,0,0.4161847233772278,0.5232121566122807
NP_amplitude_2.0,1,0.6840147376060486,0.8593870682302486
NP_amplitude_2.0,2,0.563065767288208,0.7055414215204912
NP_amplitude_2.0,3,1.462932825088501,1.8198852037549487
NP_amplitude_2.0,4,0.0968165472149849,0.1208760666062971
NP_amplitude_2.0,5,1.5095387697219849,1.8809522247371873
NP_amplitude_2.0,6,0.7550482153892517,0.9400727891132562
NP_amplitude_2.0,7,1.4932975769042969,1.858329094110737
NP_amplitude_2.0,8,0.5322380661964417,0.6708096330219442
NP_amplitude_2.0,9,0.49810150265693665,0.6202945245401201
NP_structural_break_4.0,0,0.5817143321037292,0.8323694177690435
NP_structural_break_4.0,1,0.8048366904258728,1.227787062570055
NP_structural_break_4.0,2,0.6163168549537659,0.9070088070796198
NP_structural_break_4.0,3,0.8555845022201538,1.3236964273103535
NP_structural_break_4.0,4,0.6041431427001953,0.8952636052972432
NP_structural_break_4.0,5,0.6388896107673645,0.9305120386003908
NP_structural_break_4.0,6,0.7026330232620239,1.0596887759597822
NP_structural_break_4.0,7,0.49521639943122864,0.6945992358202125
NP_structural_break_4.0,8,0.8279283046722412,1.2690683313163917
NP_structural_break_4.0,9,0.5922726988792419,0.8599123921793798
NP_structural_break_9.0,0,0.5138909816741943,0.7821053590824806
NP_structural_break_9.0,1,0.8131919503211975,1.3146227972250308
NP_structural_break_9.0,2,0.5564395189285278,0.8708852338763136
NP_structural_break_9.0,3,0.8690761923789978,1.4227460771049776
NP_structural_break_9.0,4,0.5413193702697754,0.8516699696891721
NP_structural_break_9.0,5,0.5873451828956604,0.909582718659521
NP_structural_break_9.0,6,0.6868178844451904,1.1033246170421873
NP_structural_break_9.0,7,0.3947109282016754,0.5847314502257707
NP_structural_break_9.0,8,0.8374422788619995,1.3606838633780567
NP_structural_break_9.0,9,0.5191073417663574,0.7996078453925205
NP_offset_3.0,0,0.797217071056366,1.0022308975877106
NP_offset_3.0,1,0.7976828217506409,1.0021981874710286
NP_offset_3.0,2,0.8088079690933228,1.0134666396805982
NP_offset_3.0,3,0.784342348575592,0.9757194847673751
NP_offset_3.0,4,0.7939239740371704,0.9912242268390233
NP_offset_3.0,5,0.8122355341911316,1.0120814199941262
NP_offset_3.0,6,0.7857874035835266,0.9783455097398209
NP_offset_3.0,7,0.8090919256210327,1.0068721080243606
NP_offset_3.0,8,0.7841184139251709,0.9882680417109272
NP_offset_3.0,9,0.8261215090751648,1.0287832176435565
NP_amplitude_4.0,0,0.39592066407203674,0.4977379832079346
NP_amplitude_4.0,1,0.6779723167419434,0.8517934503515319
NP_amplitude_4.0,2,0.5499967336654663,0.6891661741154244
NP_amplitude_4.0,3,1.499023199081421,1.864780167005898
NP_amplitude_4.0,4,0.05974242091178894,0.07459047674832943
NP_amplitude_4.0,5,1.546621561050415,1.9271595570378885
NP_amplitude_4.0,6,0.7534124255180359,0.9380372097711707
NP_amplitude_4.0,7,1.5296826362609863,1.9036102778658077
NP_amplitude_4.0,8,0.5188421607017517,0.6539265054097337
NP_amplitude_4.0,9,0.48065826296806335,0.5985719982826352
NP_structural_break_5.0,0,0.5620685815811157,0.8173310367132947
NP_structural_break_5.0,1,0.807923436164856,1.2536346046231213
NP_structural_break_5.0,2,0.599049985408783,0.8962227765874107
NP_structural_break_5.0,3,0.8602271676063538,1.3532401020527403
NP_structural_break_5.0,4,0.5859938263893127,0.8823428297164708
NP_structural_break_5.0,5,0.6241086721420288,0.9242081294090413
NP_structural_break_5.0,6,0.6984837651252747,1.0725724245173194
NP_structural_break_5.0,7,0.46582651138305664,0.6620005065175565
NP_structural_break_5.0,8,0.8313730359077454,1.2963449245116787
NP_structural_break_5.0,9,0.5710517764091492,0.8420248054941578
NP_heteroscedasticity_6.0,0,0.48579469323158264,0.6531543834592627
NP_heteroscedasticity_6.0,1,0.6565853953361511,0.8870631821975875
NP_heteroscedasticity_6.0,2,0.5844253301620483,0.7842366541102985
NP_heteroscedasticity_6.0,3,1.1685868501663208,1.6134907214710952
NP_heteroscedasticity_6.0,4,0.2730918824672699,0.347581523193567
NP_heteroscedasticity_6.0,5,1.1946911811828613,1.6531023308798745
NP_heteroscedasticity_6.0,6,0.694807231426239,0.935816429344452
NP_heteroscedasticity_6.0,7,1.185282588005066,1.6493673007405218
NP_heteroscedasticity_6.0,8,0.5535162091255188,0.747510354088356
NP_heteroscedasticity_6.0,9,0.5473104119300842,0.7284928796403198
NP_structural_break_2.0,0,0.6403092741966248,0.8793805686270079
NP_structural_break_2.0,1,0.7920334339141846,1.1475974403515017
NP_structural_break_2.0,2,0.6673908233642578,0.9406270644966864
NP_structural_break_2.0,3,0.8377401828765869,1.2316291786772617
NP_structural_break_2.0,4,0.6580054759979248,0.9350809995989677
NP_structural_break_2.0,5,0.6821683645248413,0.9504796511294448
NP_structural_break_2.0,6,0.7126845717430115,1.0203458374559142
NP_structural_break_2.0,7,0.5843856930732727,0.7952244063416929
NP_structural_break_2.0,8,0.8139101266860962,1.1843843746569176
NP_structural_break_2.0,9,0.6557062864303589,0.9151026358652239
NP_offset_6.0,0,0.7972179055213928,1.002231968082579
NP_offset_6.0,1,0.7976828217506409,1.0021981874710286
NP_offset_6.0,2,0.8088091015815735,1.0134666984932326
NP_offset_6.0,3,0.7843429446220398,0.9757198207507135
NP_offset_6.0,4,0.7939234375953674,0.9912240765081303
NP_offset_6.0,5,0.8122368454933167,1.0120821267114646
NP_offset_6.0,6,0.7857879996299744,0.9783460275930144
NP_offset_6.0,7,0.8090918064117432,1.0068721672221896
NP_offset_6.0,8,0.7841182351112366,0.988267649681385
NP_offset_6.0,9,0.8261218070983887,1.028783333517611
NP_offset_2.0,0,0.7972155809402466,1.0022308381157399
NP_offset_2.0,1,0.7976846098899841,1.002199376948522
NP_offset_2.0,2,0.8088090419769287,1.0134668161184914
NP_offset_2.0,3,0.7843413949012756,0.9757183851847314
NP_offset_2.0,4,0.7939241528511047,0.9912247078977279
NP_offset_2.0,5,0.8122351169586182,1.0120807721694656
NP_offset_2.0,6,0.7857892513275146,0.978347367917654
NP_offset_2.0,7,0.8090916275978088,1.006871634441602
NP_offset_2.0,8,0.7841174006462097,0.9882659307807876
NP_offset_2.0,9,0.8261215090751648,1.028782290650649
NP_structural_break_10.0,0,0.5062001943588257,0.7767089859098
NP_structural_break_10.0,1,0.8137468695640564,1.3240282489955355
NP_structural_break_10.0,2,0.5496056079864502,0.8669887693045156
NP_structural_break_10.0,3,0.8701698780059814,1.4334397402160184
NP_structural_break_10.0,4,0.5341657400131226,0.846911547108007
NP_structural_break_10.0,5,0.5814113020896912,0.907357164391836
NP_structural_break_10.0,6,0.6847706437110901,1.108107097500483
NP_structural_break_10.0,7,0.3834787607192993,0.5727793760238329
NP_structural_break_10.0,8,0.8381112217903137,1.370600685081383
NP_structural_break_10.0,9,0.5108268857002258,0.7930388020358297
NP_trend_1.0,0,0.7972167134284973,1.0022306002278218
NP_trend_1.0,1,0.797683596611023,1.0021993174746808
NP_trend_1.0,2,0.8088074922561646,1.013464992925447
NP_trend_1.0,3,0.784341037273407,0.9757182935527886
NP_trend_1.0,4,0.7939242124557495,0.9912252490884915
NP_trend_1.0,5,0.8122355341911316,1.0120812433147144
NP_trend_1.0,6,0.7857872247695923,0.9783456925115676
NP_trend_1.0,7,0.8090932965278625,1.006874239144017
NP_trend_1.0,8,0.7841160297393799,0.988264121408508
NP_trend_1.0,9,0.8261221051216125,1.0287841446356287
NP_heteroscedasticity_0.0,0,0.7866501808166504,1.0100921752150767
NP_heteroscedasticity_0.0,1,0.783860445022583,0.998891931792497
NP_heteroscedasticity_0.0,2,0.7972167730331421,1.0160459379714273
NP_heteroscedasticity_0.0,3,0.7728397846221924,0.9778170957179954
NP_heteroscedasticity_0.0,4,0.7803142070770264,0.9904003117138707
NP_heteroscedasticity_0.0,5,0.7972347736358643,1.009447117641392
NP_heteroscedasticity_0.0,6,0.7697789669036865,0.970613225999349
NP_heteroscedasticity_0.0,7,0.794661819934845,1.0074889972360477
NP_heteroscedasticity_0.0,8,0.7701289653778076,0.9856910083077735
NP_heteroscedasticity_0.0,9,0.8150380849838257,1.0328852086869773
NP_structural_break_6.0,0,0.5463656187057495,0.8055874134940474
NP_structural_break_6.0,1,0.8099881410598755,1.2738930291161568
NP_structural_break_6.0,2,0.5852031111717224,0.8877905531214558
NP_structural_break_6.0,3,0.8634980916976929,1.3763611731811267
NP_structural_break_6.0,4,0.5714592933654785,0.8721854378468469
NP_structural_break_6.0,5,0.6122047305107117,0.9193107697166318
NP_structural_break_6.0,6,0.6949071884155273,1.0827354040401784
NP_structural_break_6.0,7,0.442502498626709,0.6363825700392436
NP_structural_break_6.0,8,0.8337131142616272,1.3177207021421744
NP_structural_break_6.0,9,0.5541068911552429,0.8279676467821928
NP_trend_9.0,0,0.7972147464752197,1.0022301839238295
NP_trend_9.0,1,0.7976839542388916,1.002199376948522
NP_trend_9.0,2,0.8088090419769287,1.0134665808679604
NP_trend_9.0,3,0.7843409180641174,0.9757185989925647
NP_trend_9.0,4,0.7939229607582092,0.9912230542574529
NP_trend_9.0,5,0.8122355937957764,1.0120813611009922
NP_trend_9.0,6,0.7857882976531982,0.97834639313628
NP_trend_9.0,7,0.8090928196907043,1.0068732327825192
NP_trend_9.0,8,0.7841178774833679,0.9882662624986797
NP_trend_9.0,9,0.826123058795929,1.0287839708246787
NP_amplitude_7.0,0,0.38656195998191833,0.4859713735764127
NP_amplitude_7.0,1,0.675177276134491,0.8482837376089927
NP_amplitude_7.0,2,0.543960690498352,0.6816021490304944
NP_amplitude_7.0,3,1.5156922340393066,1.8855157337892843
NP_amplitude_7.0,4,0.042618971318006516,0.05321044300531752
NP_amplitude_7.0,5,1.5637511014938354,1.9485028926640928
NP_amplitude_7.0,6,0.7526580095291138,0.937098035469475
NP_amplitude_7.0,7,1.5464898347854614,1.9245247291329965
NP_amplitude_7.0,8,0.5126553177833557,0.6461276542504262
NP_amplitude_7.0,9,0.47260093688964844,0.5885379307271036
NP_offset_5.0,0,0.7972140908241272,1.0022288755387279
NP_offset_5.0,1,0.7976846098899841,1.002199376948522
NP_offset_5.0,2,0.8088078498840332,1.0134664044300261
NP_offset_5.0,3,0.7843403220176697,0.9757180797448883
NP_offset_5.0,4,0.7939234972000122,0.9912243471037214
NP_offset_5.0,5,0.81223464012146,1.0120797120918539
NP_offset_5.0,6,0.7857884168624878,0.9783467891413303
NP_offset_5.0,7,0.80909264087677,1.0068734695735504
