model,norm_mode,scaler,weighted,MAE,RMSE,MASE,exp_id,data_group_id,scaling_level,norm_type,norm_affine
LightGBMModel,none,None,None,0.1419,0.1785,0.4921,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,None,None,False
LightGBMModel,none,StandardScaler(),None,0.1427,0.1799,0.4948,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),std,0.1427,0.1799,0.4948,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),None,0.1417,0.1785,0.4914,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,MinMaxScaler(),None,0.1438,0.1804,0.4987,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),std,0.1438,0.1804,0.4987,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),None,0.1416,0.1791,0.4911,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.1416,0.179,0.491,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.1416,0.179,0.491,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.1414,0.1789,0.4905,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,PowerTransformer(),None,0.1418,0.1784,0.4918,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),std,0.1418,0.1784,0.4918,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),None,0.147,0.1853,0.5097,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.142,0.1784,0.4925,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),std,0.142,0.1784,0.4925,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.156,0.196,0.5411,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,LogTransformer(),None,0.1231,0.1627,0.5102,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),std,0.1231,0.1627,0.5102,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),None,0.1231,0.1627,0.5102,"gen_cancel_shape_ar_LGBM_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.1835,0.233,0.509,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,None,None,False
LightGBMModel,none,StandardScaler(),None,0.1816,0.2304,0.5039,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),std,0.1816,0.2304,0.5039,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),None,0.1852,0.2339,0.5138,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,MinMaxScaler(),None,0.1846,0.2327,0.5121,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),std,0.1846,0.2327,0.5121,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),None,0.1842,0.2331,0.511,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.1811,0.2294,0.5023,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.1811,0.2294,0.5023,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.1874,0.235,0.52,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,PowerTransformer(),None,0.1853,0.2348,0.5142,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),std,0.1853,0.2348,0.5142,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),None,0.1897,0.2402,0.5264,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.185,0.2333,0.5133,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),std,0.185,0.2333,0.5133,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.2031,0.2564,0.5633,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,LogTransformer(),None,0.1654,0.2155,0.5362,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),std,0.1654,0.2155,0.5362,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),None,0.1654,0.2155,0.5362,"gen_cancel_shape_ar_LGBM_n_ts_[1, 2]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.2961,0.3729,0.4922,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,None,None,False
LightGBMModel,none,StandardScaler(),None,0.2956,0.3726,0.4916,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),std,0.2956,0.3726,0.4916,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),None,0.2939,0.3703,0.4887,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,MinMaxScaler(),None,0.296,0.3733,0.4921,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),std,0.296,0.3733,0.4921,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),None,0.2963,0.3729,0.4927,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.2953,0.373,0.491,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.2953,0.373,0.491,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.2951,0.3727,0.4907,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,PowerTransformer(),None,0.2952,0.3729,0.4908,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),std,0.2952,0.3729,0.4908,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),None,0.2949,0.3713,0.4903,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.2971,0.3741,0.4939,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),std,0.2971,0.3741,0.4939,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.3005,0.3783,0.4996,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,LogTransformer(),None,0.2583,0.3335,0.4991,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),std,0.2583,0.3335,0.4991,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),None,0.2583,0.3335,0.4991,"gen_cancel_shape_ar_LGBM_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.0687,0.0862,0.486,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,None,None,False
LightGBMModel,,StandardScaler(),None,0.069,0.0862,0.488,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,StandardScaler(),None,0.069,0.0865,0.4883,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,MinMaxScaler(),None,0.0691,0.0865,0.4886,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,MinMaxScaler(),None,0.0691,0.0866,0.4889,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,"RobustScaler(quantile_range=(5, 95))",None,0.0688,0.0863,0.4865,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,"RobustScaler(quantile_range=(5, 95))",None,0.069,0.0865,0.4883,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,PowerTransformer(),None,0.0689,0.0864,0.4877,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,PowerTransformer(),None,0.0692,0.0867,0.4897,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,QuantileTransformer(output_distribution='normal'),None,0.0694,0.0868,0.4912,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,QuantileTransformer(output_distribution='normal'),None,0.07,0.0889,0.4951,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,LogTransformer(),None,0.0639,0.0824,0.5007,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,LogTransformer(),None,0.0639,0.0824,0.5007,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 1, 10, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.0693,0.0865,0.4912,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,None,None,False
LightGBMModel,,StandardScaler(),None,0.069,0.0862,0.4889,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,StandardScaler(),None,0.069,0.0865,0.4892,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,MinMaxScaler(),None,0.0691,0.0865,0.4896,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,MinMaxScaler(),None,0.0694,0.0867,0.4916,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,"RobustScaler(quantile_range=(5, 95))",None,0.0688,0.0863,0.4874,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,"RobustScaler(quantile_range=(5, 95))",None,0.069,0.0865,0.4892,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,PowerTransformer(),None,0.0691,0.0865,0.4898,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,PowerTransformer(),None,0.0694,0.0867,0.4916,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,QuantileTransformer(output_distribution='normal'),None,0.0694,0.0868,0.4922,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,QuantileTransformer(output_distribution='normal'),None,0.0706,0.091,0.5007,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,LogTransformer(),None,0.0636,0.0816,0.4909,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,LogTransformer(),None,0.0636,0.0816,0.4909,"gen_cancel_shape_ar_LGBM_n_ts_[2, 2, 2, 2]_am_[1, 1, 1, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.2204,0.2777,0.4866,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,None,None,False
LightGBMModel,,StandardScaler(),None,0.2214,0.2785,0.4887,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,StandardScaler(),None,0.2183,0.2757,0.482,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,"MinMaxScaler(feature_range=(-0.5, 0.5))",None,0.22,0.2773,0.4856,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,"MinMaxScaler(feature_range=(-0.5, 0.5))",None,0.2202,0.2775,0.4861,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,"RobustScaler(quantile_range=(5, 95))",None,0.2206,0.2775,0.4871,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,"RobustScaler(quantile_range=(5, 95))",None,0.2209,0.2785,0.4878,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,PowerTransformer(),None,0.2204,0.2782,0.4866,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,PowerTransformer(),None,0.2198,0.2778,0.4852,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,,LogTransformer(),None,0.18,0.2401,0.4961,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_time_series,None,False
LightGBMModel,,LogTransformer(),None,0.18,0.2401,0.4961,"gen_cancel_shape_ar_LGBM_n_ts_[4, 4, 1, 1]_am_[10, 1, 10, 1]_of_[10, 10, 1, 1]_gr_None_None_",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.3191,0.4,0.4894,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,None,None,False
LightGBMModel,none,StandardScaler(),None,0.3188,0.4013,0.4889,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),std,0.3188,0.4013,0.4889,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),None,0.319,0.4008,0.4893,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,MinMaxScaler(),None,0.3186,0.3996,0.4887,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),std,0.3186,0.3996,0.4887,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),None,0.3208,0.402,0.4921,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.3203,0.4024,0.4913,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.3203,0.4024,0.4913,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.3217,0.4028,0.4934,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,PowerTransformer(),None,0.321,0.4021,0.4924,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),std,0.321,0.4021,0.4924,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,PowerTransformer(),None,0.3196,0.4008,0.4903,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.3229,0.4044,0.4952,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),std,0.3229,0.4044,0.4952,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,QuantileTransformer(output_distribution='normal'),None,0.3204,0.4028,0.4915,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,LogTransformer(),None,0.1833,0.2854,0.5579,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),std,0.1833,0.2854,0.5579,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,LogTransformer(),None,0.1833,0.2854,0.5579,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 10]_of_[0, 0]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,None,None,0.2081,0.2617,0.4889,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,None,None,False
LightGBMModel,none,StandardScaler(),None,0.2079,0.2617,0.4885,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),std,0.2079,0.2617,0.4885,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,StandardScaler(),None,0.2098,0.2626,0.4929,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,MinMaxScaler(),None,0.2081,0.2611,0.489,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),std,0.2081,0.2611,0.489,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
LightGBMModel,none,MinMaxScaler(),None,0.2082,0.2611,0.4892,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_dataset,None,False
LightGBMModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.209,0.2624,0.4911,"gen_cancel_shape_ar_LGBM_n_ts_[5, 5]_am_[10, 1]_of_[10, 1]_gr_None_None",SEASH,per_time_series,None,False
