ID,MAE,RMSE,MAPE,MASE
COAST,104.42280578613281,147.73979448679358,1.2507731094956398,0.7873679019706595
EAST,25.825504302978516,32.517265546071826,1.9251389428973198,0.1947292355083489
FAR_WEST,16.33986473083496,20.343983263591642,1.3962646946310997,0.12320570123303864
NORTH,18.311426162719727,23.537156618827577,1.5717046335339546,0.13807165102765262
NORTH_C,191.81088256835938,286.2501637554117,1.6550196334719658,1.4462906933596842
SOUTHERN,33.840030670166016,44.63343402223481,1.7088163644075394,0.2551602952133062
SOUTH_C,85.62081146240234,127.95513892816106,1.7449341714382172,0.6455972733030101
WEST,16.69831657409668,21.07590608108396,1.8622245639562607,0.12590849660098283
ALL,61.608705282211304,88.00660533777202,1.6393595142289996,0.4645414060270854
