ID,MAPE,MAE,RMSE,MASE,scaler,scale_level
0,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
1,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
10,255340595200.0,81.9139175415039,100.0111907800822,18.118692845715913,,
2,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
3,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
4,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
5,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
6,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
7,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
8,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
9,3523769958400.0,8.364194869995117,10.219283063791247,1.8500919294254021,,
ALL,3226640016290.909,15.050533294677734,18.38218376527224,3.329055649088176,,
0,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
1,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
10,4815594800.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
2,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
3,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
4,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
5,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
6,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
7,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
8,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
9,6616725600.0,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
ALL,6452986436.363636,0.00016281125135719776,0.00019872189462006107,6.57142691867092e-05,"MinMaxScaler(feature_range=(0.1, 1))",local
0,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
1,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
10,inf,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
2,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
3,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
4,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
5,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
6,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
7,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
8,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
9,6799460800.0,0.00016238387615885586,0.00019835062779654828,6.554177098039086e-05,StandardScaler(),local
ALL,inf,0.00016238387615885586,0.00019835062779654825,6.554177098039086e-05,StandardScaler(),local
0,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
1,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
10,248708403200.0,81.9139175415039,100.0111907800822,18.118692845715913,"MinMaxScaler(feature_range=(0.1, 1))",global
2,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
3,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
4,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
5,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
6,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
7,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
8,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
9,inf,8.3641939163208,10.219281570654196,1.850091718480394,"MinMaxScaler(feature_range=(0.1, 1))",global
ALL,inf,15.050532427701084,18.382182407874925,3.3290554573199866,"MinMaxScaler(feature_range=(0.1, 1))",global
0,2224035430400.0,8.364192962646484,10.219281570654196,1.8500915075353856,StandardScaler(),global
1,2224035430400.0,8.364192962646484,10.219281570654196,1.8500915075353856,StandardScaler(),global
10,255346406400.0,81.9139175415039,100.0111907800822,18.118692845715913,StandardScaler(),global
2,2224035430400.0,8.364192962646484,10.219281570654196,1.8500915075353856,StandardScaler(),global
3,2224035430400.0,8.364192962646484,10.219281570654196,1.8500915075353856,StandardScaler(),global
4,2224035430400.0,8.364192962646484,10.219281570654196,1.8500915075353856,StandardScaler(),global
