ID,MAPE,MAE,RMSE,MASE,scaler,scale_level
0,4.472856596112251,44.37552261352539,55.47598984442504,0.3933210818628978,,
1,4.4784922152757645,44.43891525268555,55.56420483886186,0.3938829605732348,,
10,292.29915142059326,44.87553787231445,56.08675313256353,0.3977529517531451,,
2,4.435630515217781,43.99781036376953,55.14519409377961,0.38997324093715374,,
3,4.464848339557648,44.311912536621094,55.60894914138708,0.3927572758997934,,
4,4.457782208919525,44.20840072631836,55.46525517159368,0.39183980214813896,,
5,4.49422225356102,44.58049774169922,55.57577483082782,0.3951378726164504,,
6,4.526476934552193,44.89141845703125,56.31655134219535,0.3978937088280719,,
7,4.507647082209587,44.72584915161133,56.04451181594412,0.39642619037430155,,
8,4.453277960419655,44.132049560546875,55.631796020941344,0.3911630659351534,,
9,4.563308507204056,45.31079864501953,56.66101141740897,0.40161087224466996,,
ALL,30.650335821238432,44.53170117464933,55.779635604538946,0.39470536574300097,,
0,4.0219612419605255,39.94997024536133,50.014834225238864,0.36277968982531805,"MinMaxScaler(feature_range=(0.1, 1))",local
1,4.298675060272217,43.43971252441406,54.22529454377703,0.3944695162204215,"MinMaxScaler(feature_range=(0.1, 1))",local
10,271.972918510437,40.54071044921875,50.60784576263225,0.3681441130428203,"MinMaxScaler(feature_range=(0.1, 1))",local
2,4.060826823115349,40.02016830444336,50.1967977649907,0.3634171478745659,"MinMaxScaler(feature_range=(0.1, 1))",local
3,4.048517718911171,40.43171310424805,50.6404056420735,0.3671543244958602,"MinMaxScaler(feature_range=(0.1, 1))",local
4,4.08107228577137,40.91414260864258,51.3993750151996,0.37153519449130534,"MinMaxScaler(feature_range=(0.1, 1))",local
5,4.072120785713196,40.27764892578125,50.12695065172651,0.36575529079110125,"MinMaxScaler(feature_range=(0.1, 1))",local
6,4.627402126789093,47.036075592041016,58.59500831982192,0.427127550010182,"MinMaxScaler(feature_range=(0.1, 1))",local
7,4.06142994761467,40.360965728759766,50.55096824616715,0.36651187818668995,"MinMaxScaler(feature_range=(0.1, 1))",local
8,4.160799458622932,41.87631607055664,52.542444709908104,0.3802725474336862,"MinMaxScaler(feature_range=(0.1, 1))",local
9,4.1826412081718445,41.94125747680664,52.38400737358326,0.3808622706067324,"MinMaxScaler(feature_range=(0.1, 1))",local
ALL,28.50803319703449,41.52624373002486,51.934902932283535,0.37709359299806217,"MinMaxScaler(feature_range=(0.1, 1))",local
0,3.994787111878395,39.593894958496094,49.59848551745305,0.3529646090044495,StandardScaler(),local
1,4.023910686373711,39.90288162231445,50.01917601030629,0.35571910833058445,StandardScaler(),local
10,259.4680070877075,40.174468994140625,50.199835034589505,0.35814020710370736,StandardScaler(),local
2,3.978198394179344,39.45463943481445,49.47669511370985,0.3517231986425863,StandardScaler(),local
3,4.0154144167900085,39.83183288574219,49.871223325838166,0.3550857356969808,StandardScaler(),local
4,3.997153416275978,39.6142463684082,49.795298747409376,0.3531460341319811,StandardScaler(),local
5,4.029133543372154,39.944732666015625,49.74663589835121,0.3560921945675383,StandardScaler(),local
6,4.01000902056694,39.727298736572266,49.943163496900404,0.3541538532659128,StandardScaler(),local
7,4.038658365607262,40.03756332397461,50.13472815122144,0.3569197447978065,StandardScaler(),local
8,4.005379602313042,39.708160400390625,49.73132157607643,0.35398324223220595,StandardScaler(),local
9,4.097802937030792,40.62329864501953,50.7786657996311,0.3621413538056961,StandardScaler(),local
ALL,27.241677689281378,39.873910730535336,49.93592987922607,0.3554608437799499,StandardScaler(),local
0,4.4675227254629135,44.32976150512695,55.41995212691906,0.39291547968398327,"MinMaxScaler(feature_range=(0.1, 1))",global
1,4.473331943154335,44.39503479003906,55.508792764919235,0.3934940274401859,"MinMaxScaler(feature_range=(0.1, 1))",global
10,307.95724391937256,45.02458953857422,56.282622918429496,0.3990740666194947,"MinMaxScaler(feature_range=(0.1, 1))",global
2,4.430637881159782,43.955078125,55.0887401118357,0.389594485051175,"MinMaxScaler(feature_range=(0.1, 1))",global
3,4.459765553474426,44.268436431884766,55.55402775677025,0.39237192678066296,"MinMaxScaler(feature_range=(0.1, 1))",global
4,4.452640563249588,44.16472625732422,55.41195375675383,0.39145269483350137,"MinMaxScaler(feature_range=(0.1, 1))",global
5,4.489269107580185,44.53881072998047,55.52179681778139,0.39476838106833617,"MinMaxScaler(feature_range=(0.1, 1))",global
6,4.5215897262096405,44.8503303527832,56.264807078892574,0.3975295256779311,"MinMaxScaler(feature_range=(0.1, 1))",global
7,4.502696543931961,44.68408203125,55.989400677996635,0.39605598878569404,"MinMaxScaler(feature_range=(0.1, 1))",global
8,4.44820448756218,44.08933639526367,55.575939565550755,0.39078447910643493,"MinMaxScaler(feature_range=(0.1, 1))",global
9,4.558377712965012,45.26873016357422,56.60505132881252,0.40123799955134964,"MinMaxScaler(feature_range=(0.1, 1))",global
ALL,32.06920728764751,44.5062651200728,55.74755317315103,0.3944799140544317,"MinMaxScaler(feature_range=(0.1, 1))",global
0,4.4674791395664215,44.32971954345703,55.42003142197323,0.3929151077580106,StandardScaler(),global
1,4.473308101296425,44.39518737792969,55.50890491975702,0.3934953798982683,StandardScaler(),global
10,307.9272747039795,45.023860931396484,56.28169679861518,0.3990676086321512,StandardScaler(),global
2,4.430615156888962,43.955238342285156,55.08886420125555,0.3895959051321615,StandardScaler(),global
3,4.45973165333271,44.268489837646484,55.55415300421405,0.3923724001409918,StandardScaler(),global
4,4.4526029378175735,44.164737701416016,55.41203086029694,0.3914527962678575,StandardScaler(),global
